Filippe Faganello;10 de outubro de 2019;Atende as necessidades;4;
cacafoda gamer;30 de agosto de 2019;não consego receber minha fatura por email.;3;
Walfrido Cabral Furtadp;8 de janeiro de 2019;o saite antigo muito ruim , vamos ver esse agora;2;
machado saulo;15 de fevereiro de 2019;O app era bom, so que agora nao consigo mandar a fatura do emu cartão para o meu email do nada saiu essa opção do app.;2;
Um usuário do Google;21 de janeiro de 2019;obs:(APP Bradesco) não consigo acessar minha conta pq o aplicativo me obriga ativar token e eu não quero, aparece a imagem ativar token mas não acessa a conta. resolvam isso;2;
Um usuário do Google;27 de fevereiro de 2019;mas porque o bradesco nao libera o parcelamento de fatura pelo aplicativo como os de outros bancos?;1;
Aline Oliveira;24 de agosto de 2019;Ótimo super pratico;4;
Thiago Magalhães;29 de janeiro de 2019;não aparece a opção desbloqueio de cartão;2;
Luiz Alberto Azevedo de Sa;16 de julho de 2019;O aplicativo não consegue terminar o cadastro e sempre fica mandando ligar para 0800. Fica vinculando uma conta no banco que não tenho. Pior ainda, fica pedindo o acesso na minha agenda. Para que o aplicativo quer acesso na minha agenda? Já não basta a localização, telefones, contatos, armazenamento…;2;
Lays Nunes;3 de janeiro de 2019;Ele até funciona, mas quando você opta pela conta online, ele pede pra gerar outra senha, trava o aplicativo e você não consegue fazer mais nada. E o atendimento ao consumidor é uma tristeza;2;
Chë¿röso;11 de maio de 2019;App muito prático e funcional, estou adorando !!! :);4;
Sandro Antonio;5 de julho de 2019;pode ser melhor;1;
mundo da Malu Malu;18 de setembro de 2019;Ótimo simples e prático;4;
Francielly Fran;26 de maio de 2019;ótimo,gosto muito d banco bradesco ,ótimo atendimento;4;
Suely Oliveira;2 de maio de 2019;muito bom fácil de mexer eu recomendo;4;
Leticia De Sa;12 de junho de 2019;O App demora um ano pra mostrar l lançamentos das comprar no cartão. Enquanto todos os outros aplicativos aparecem na hora oque compramos. Tem muita coisa para melhorar o funcionamento do App. tenho que esperar quase 1 semana para mostrar os lançamentos.;2;
Paulo da Silva Leite;5 de julho de 2019;não consigo completar o cadastro.;3;
Vera Cabral;15 de agosto de 2019;Preciso pagar minha fatura mas não chegou a boleta;3;
Elenilde Cutrim;30 de setembro de 2019;não gostei muito nao nao apareci todos os cartões q tenho do Bradesco não conseguiu concluir meu cadrato;2;
Jaqueline Mello;20 de maio de 2019;atende a todos os pedidos;4;
Marcia Souza;11 de setembro de 2019;Quero abrir á conta Bradesco Avon;3;
JeisonX 13;13 de maio de 2019;nao da pra fazer tudo que dissem , mais e bom;4;
Um usuário do Google;3 de janeiro de 2019;Uma droga, não consigo cadastrar meu cartão, ligo na central atendimento é pior ainda.;2;
Um usuário do Google;20 de setembro de 2019;Pq nao consigo ver o grafico no app;3;
NILSON GEORGE;8 de maio de 2019;Muito bom ,fácil de manusear .;4;
mundo da helena;21 de janeiro de 2019;horrivel nao da pra fazer nd somente ver o limite nao tem opcoes como aumentar o limite ou solicitar bloqueio.;1;
Jaína Camargo;5 de setembro de 2019;Aplicativo bem limitado. Interface nada intuitiva, login com digital não funciona (apesar de ter feito o cadastro), extrato sem muitos detalhes (não mostra a projeção das parcelas nas próximas faturas e a geolocalização das compras), enfim. Para um banco do tamanho do Bradesco, eu esperava muito mai…;2;
Sidclei Santos;18 de agosto de 2019;gostei muito do aplicativo facilitou muito;4;
antonio rogerio rogerio;19 de maio de 2019;Muito bom facilita muito o nosso dia dia;4;
Kellvin Silva;23 de setembro de 2019;Eu tento fazer o cadastro e não vai, sempre a mensagem "verifique os dados informados e digite novamente ou insira um numero de cartão elegível", eu coloco tudo, porém não vai.;3;
Joane Bernardo;29 de agosto de 2019;Show... Top... Esperando so aumenta o limite do cartao .. pq ja faz mas de um ano q ja uso e nada ainda... De aumentar o limite!";4;
Magdiel Arlison da Silva Bezerra;8 de agosto de 2019;Não consegui sequer utilizar... Aparece o erro "Sem conexão. Verifique a rede.", sendo que a conexão do aparelho está normal.;3;
Dirceu Leite;22 de março de 2019;Péssimo! Não cadastra o meu cartão, Aparece uma mensgem pra eu entrar em ctt com a operadora do cartão... Então pra que serve um app se eu previso ligar pra operadora?;2;
Nega Araujo;5 de julho de 2019;não consigo cadastrar meu perfil😠;2;
Levyson Silva;10 de julho de 2019;boa por enquanto;4;
Mamute Nervoso;3 de agosto de 2019;muito top o app gostei de +;4;
Alison Oliveira;27 de junho de 2019;baixei o App e quando fui cadastrar o meu cartão c&a fala que a situação do cartão não aceita o cadastro!!! por favor me expliquem o que fazer???;3;
Heliza Gonzaga Censi;3 de julho de 2019;Muito bom este aplicativo. De fácil manejo.;4;
Felipe Veiga;18 de abril de 2019;Eu usava o aplicativo perfeitamente, agora meu cartão mudou pra platinum e quando tento cadastrar diz que correu um erro e nao consigo, há 2 semanas assim, nao serve pra nada mais.;3;
pablo silva;17 de abril de 2019;kkkkk diz que é possível bloquear o cartão mas se eu perdi o cartão porque fica pedindo o número do cartão;1;
Carlos Oliveira;30 de julho de 2019;regular quando vai fazer o cadastro da erro;2;
Maria Ziza;5 de junho de 2019;gosto muito é ótimo agente sabe o quanto pode gastar.;4;
laiza maia;12 de dezembro de 2018;Não estou conseguindo enviar o boleto para meu e-mail.. E preciso muito;3;
Ana Maria;26 de setembro de 2019;Gostaria de saber o porquê que eu não consigo levantar dinheiro com o meu cartão Bradesco empresarial nas máquinas ATM em Portugal.;3;
Malukim Henrique;27 de abril de 2019;cartão péssimo, limite pouco e muita anuidade, atendimento péssimo, não resolve nada.;2;
Liviane Tomasso;29 de setembro de 2019;Facilita muito a minha vida esse App está de parabéns 👏👏👏;4;
Um usuário do Google;10 de janeiro de 2019;Péssimo! Tenho 2 cartões, depois da última atualização só consigo acessar a informação de 1. Piorou muito!;1;
Marcella Mariano;28 de agosto de 2019;Aplicativo fácil e agiliza nosso dia a dia.;4;
Maria Augusta Costa;11 de junho de 2019;pessimo..fico horas tentando adquirir a fatura para pagamento e nao tenho acesso.;2;
Daiane Andrade;4 de setembro de 2019;Normalizado. *** Não consigo criar meu perfil / cadastrar o cartão. Já digitei e tirei foto, mas continua dando erro de informações. Pelos comentários vejo que não sou a única a enfrentar problemas do tipo.;3;
Carla Cristina Godarth;8 de agosto de 2019;Poderia ser melhor!!! Vocês não conhecem a palavra economizar, porque usar três folhas se em duas folhas dá para colocar tudo e assim não fica sobrando folha à doa. Aí quem paga essas folhas somos nós os consumidores!!! Vamos gastar menos folhas...;1;
Thatiana Pequeno;18 de novembro de 2018;É horrível pq não pegar só abre a página inicial;2;
Asa Leste MG;8 de maio de 2019;Muito bom e prático.;4;
Pedro Henrique;3 de agosto de 2019;Eu finalizo o cadastro, só que eles min envia um padrão com letras e números, eu colo do mesmo jeito que o apk pede, mais o apk fala que está dando erro. pq ocorre isso?;3;
ana Barreto;26 de setembro de 2019;Muito bom......eu gostei e recomendo;4;
Rian Lima;4 de maio de 2019;ótimo como sempre!!!!;4;
Katia Ferreira;30 de maio de 2019;Eu até baixei o aplicativo mas diz que a minha conexão com o Bradesco não é segura e ai tenho que fechar sem dar continuidade;2;
Magila Lopes;9 de agosto de 2019;Além de não conseguir cadastrar a senha de 4 dígitos e precisar ir na agência, o aplicativo não tá servindo pra nada. O cartão chegou, foi desbloqueado mas o aplicativo está inútil, abre mas pede um cadastro. No momento de cadastrar notifica que está sem rede e dá erro! Caramba Bradesco! Quanta buro…;1;
Flavio Souza;24 de junho de 2019;foi boa achei o q precisava;4;
Carhensil;1 de agosto de 2019;Está faltando a opção para fazer download da fatura completa, com código de barras e tudo mais. Assim as pessoas poderiam aderir à fatura digital. Resposta do desenvolvedor: Boa tarde! No menu Pagamento da Fatura existe a opção de copiar código de barras da fatura fechada e enviar boleto PDF por e-m…;1;
valderice miranda;4 de agosto de 2019;muito bom em economizar mais tempo não precisa ficar ligando;4;
ASA;24 de junho de 2019;Ainda se tem muito o que melhorar, eu efetuei o pagamento da minha fatura dia 06/06 e no aplicativo esta informando que eu ainda tenho débito! diferente dos demais aplicativos de cartões, não informa se alguma compra foi feita no cartão, a fatura não é bem detalhada! enfim muitas coisas.;1;
Joao Davi Pontes;7 de agosto de 2019;sempre não aceita o cadastro e dá erro de conexão. tem que melhorar!!;1;
José Anderson Melo Paulino Paulino;13 de setembro de 2019;Um ótimo banco, porém não tem tanta segurança quanto parece, qualquer pessoa com seu cpf efetua o bloqueio e tem acesso a toda a movimentação do seu cartão!! Deveria ser mais seguro nesse ponto!;1;
Letícia perelló;6 de setembro de 2019;Prático, útil e mto fácil de usar.;4;
Maize Casagrande;20 de julho de 2019;precisa melhorar ta dando muito erro;2;
Marcelo Dias;19 de janeiro de 2019;Bom Aplicativo, so nao do 5 estrelas por causa dessa anuidade;1;
Jose Paulo;1 de abril de 2019;um ótimo aplicativo gostei muito faz um ano que eu tenho ele;4;
Adriana Regente;28 de setembro de 2019;Não estou conseguindo mais realizar meus pagamentos pelo aplicativo, no ícone Pagamento de Fatura consta que não existem pagamentos a serem exibidos. Estava a com opção fatura digital no aplicativo acionado e entrando em contato via telefone com a Central do cartão descobri que na central não estava…;1;
Neiva Borgert;9 de junho de 2019;Nos lançamentos de gastos, a descrição sai na vertical ao invés de horizontal.;1;
sonia barros;26 de novembro de 2018;Nao consigo acessar, já desinstalei e instalalei várias vezes.;3;
Um usuário do Google;20 de janeiro de 2019;Para acessar o aplicativo pediu pra atualizar. Não conseguia atualizar e não acessava o aplicativo. Desinstalei e tentei instalar novamente. Não consegui. desinstalei outros aplicativos de meu celular para ver se o aplicativo do Bradesco Cartões instalava. Não instala de jeito nenhum. Estava funcion…;3;
Ueslen C Rios;1 de abril de 2019;Fiz um cartão das lojas C&A e me informaram que esse App administrava meu cartão (BradesCard), mas quando vou criar um perfil mandar informar um número de cartão válido. O número é válido, pois já efetuei compra com ele. Gostaria de ajuda neste quesito.;3;
Diogo Navarro;6 de novembro de 2018;Precisa melhorar muito para ser razoável.;2;
Wesley silva de jesus;11 de maio de 2019;Não está reconhecendo o número do cartão da Leander.;3;
Lisa Freire;1 de maio de 2019;nao funciona todas ferramentas. por exemplo, o recurso parcelamento nao esta disponivel. tenho que ligar na central quando preciso e na central nunca sabem resolver este problema.;3;
Mônica Rufino;21 de julho de 2019;Não consigo visualizar a fatura em pdf, isso faz falta;1;
Ninha Alves;10 de setembro de 2019;É um app bom, porem precisa de melhorias, tais como atualizações de dados mais rápido. Ele sempre da erro e demora muito pra atualizar pagamentos. Por favor se possível melhorem isso.;1;
Cleide A. Lima;5 de maio de 2019;Só deixa a desejar no requisito senha de acesso, não sei se é apenas no meu aparelho, mas para acessar tenho que passar a digital e ainda inserir a senha de 4 dígitos. Acho desnecessário, poderia ser um ou outro.;1;
Raí Araujo;14 de julho de 2019;eu gostaria de poder enviar a fatura pro meu email mais quando clica em fazer download leva direto pro App do Bradesco aí vc entra na conta e não acontece nada;1;
Yolete Oliveira;6 de maio de 2019;antes das duas últimas atualizações o aplicativo nao apresentava tantos erros como está apresentando agora. Fica sempre dando umas mensagens de renovação de cadastro e hoje qdo quis pegar o codigo de pgto do amex o aplicativo disse que não haviam pagamentos para o cartão. Eu sabia que tinha então sa…;1;
clay regazzoni ribeiro torres;16 de julho de 2019;App prático e rápido!;4;
Carol Lopes;6 de abril de 2019;Não consigo me cadastrar no bradesco cartões, falava que meu acesso foi bloqueado. Já fui até uma agência e eles me disseram que em 3 dias eu conseguiria, esperei o prazo e infelizmente continua a dizer que o acesso está bloqueado.;3;
Um usuário do Google;24 de fevereiro de 2019;horrível não consigo nem cadastra meu cartao c&a bradescard só da erro tente melhora essa versão affs;2;
Ludjane Da Silva Conceição;10 de setembro de 2019;Acho que precisa melhorar na questão de mostrar todas as compras que foram feitas,no meu caso so mostra quando a fatura fecha,o valor sempre fica diferente,isso é ruim .;1;
jeferson chiappa;18 de maio de 2019;Tentei cadastrar meu cartão que tenho a uns 7, 8 anos, mas o app pede para entrar em contato com a central. Já desinstalei novamente. Não compensou nem os minutos que perdi baixando, devia ter confiado na nota da Playstore...;3;
Vander Padilha;20 de julho de 2019;Muito prático, fácil o acesso!!;4;
lyllian costa;26 de julho de 2019;péssimo aplicativo, não consigo abrir o extrato do cartão é sendo dar erro.;3;
Juliane Araújo Alves;4 de setembro de 2019;Eu esperava mais detalhes, das faturas !;1;
Edvaldo Alves;1 de dezembro de 2018;Ele poderia aplicar atualizações mais rápidas ,a é também si fosse possível cadastrar os cartões num cpf só melhoraria 😆👀👍✌;1;
Suelma Magna;22 de fevereiro de 2019;não dá pra colocar mais de um cartão nesta versão! A antiga tinha colocar quantos quisesse .;1;
Irma fatima Nascimento;7 de junho de 2019;eu ainda nao conheço estou tentando me cadratar.;3;
Quezia Suianne Meira Dos Santos;3 de junho de 2019;era bom se tivesse o chat no App Pará tirar nossas duvidas;1;
Luzia Pereira Rosa;1 de outubro de 2019;Está sendo ótimo. Ok;1;
kleiton Da Mascena;15 de julho de 2019;gostei facilitar e muito pagar as fatura 👦;;
Thais Reis;25 de setembro de 2019;Não gostei não entra para fazer o cadastro;;
Vanessa Rosa;15 de abril de 2019;Já faz tempo em que o aplicativo só aparece um cartão e não os outros como antes já instalei é desinstalei é não resolve;;
Rosinaldo Henriques;24 de setembro de 2019;App completo e de fácil aplicação.;;
cleide dias;3 de dezembro de 2018;Lixo, acesso bloqueado há quase um ano já. Já liguei, a atendente falou que desbloqueou é até o dia de hoje não consigo ter acesso.;;
Francimara lira;11 de setembro de 2019;Muito prático nota dez;;
Eli Ventilari;5 de julho de 2019;aplicativo muito ruim !!!tem dias que não consigo entrar p vê minhas compras!! ligo pro atendimento não resolvem nada!!;;
Angélica Soares;28 de abril de 2019;muito bom o aplicativo só não dei 5 estrelas porque podia mostrar o próximo fechamento da fatura .;;
Um usuário do Google;30 de outubro de 2018;App n está funcionando, corrijam nova versão!;;
idelson santos;26 de setembro de 2018;Eu gosto muito do aplicado ele é bem eficaz!;;
Matheus Marcatto;12 de novembro de 2018;Não atende minhas expectativas. Queria visualizar no envio por e-mail o que eu gastei no mes. Só manda o boleto com o valor, além disso, já liguei 3x para solicitar o boleto detalhado e eles não enviaram. Descaso total;;
Angela Lima;7 de maio de 2019;todos os requisitos;;
